,name,ra,dec,semimaj_arcsec,axial_ratio,pos_angle,global_flag,GALEX_FUV,GALEX_FUV_err,GALEX_FUV_flag,GALEX_NUV,GALEX_NUV_err,GALEX_NUV_flag,SDSS_u,SDSS_u_err,SDSS_u_flag,SDSS_g,SDSS_g_err,SDSS_g_flag,SDSS_r,SDSS_r_err,SDSS_r_flag,SDSS_i,SDSS_i_err,SDSS_i_flag,SDSS_z,SDSS_z_err,SDSS_z_flag,2MASS_J,2MASS_J_err,2MASS_J_flag,2MASS_H,2MASS_H_err,2MASS_H_flag,2MASS_Ks,2MASS_Ks_err,2MASS_Ks_flag,WISE_3.4,WISE_3.4_err,WISE_3.4_flag,WISE_4.6,WISE_4.6_err,WISE_4.6_flag,WISE_12,WISE_12_err,WISE_12_flag,WISE_22,WISE_22_err,WISE_22_flag,Spitzer_3.6,Spitzer_3.6_err,Spitzer_3.6_flag,Spitzer_4.5,Spitzer_4.5_err,Spitzer_4.5_flag,Spitzer_5.8,Spitzer_5.8_err,Spitzer_5.8_flag,Spitzer_8.0,Spitzer_8.0_err,Spitzer_8.0_flag,Spitzer_24,Spitzer_24_err,Spitzer_24_flag,Spitzer_70,Spitzer_70_err,Spitzer_70_flag,Spitzer_160,Spitzer_160_err,Spitzer_160_flag,PACS_70,PACS_70_err,PACS_70_flag,PACS_100,PACS_100_err,PACS_100_flag,PACS_160,PACS_160_err,PACS_160_flag,SPIRE_250,SPIRE_250_err,SPIRE_250_flag,SPIRE_350,SPIRE_350_err,SPIRE_350_flag,SPIRE_500,SPIRE_500_err,SPIRE_500_flag,objname,ra2000,de2000,t,t_err,type,logd25,d25,bt,incl,ned_v_helio,ned_v_corr,ned_dist_z_corr,ned_dist_0,hyperleda_v_helio,hyperleda_dist_z_helio,hyperleda_dist_0,dist
88,NGC4303A,185.613,4.56615,131.547099083,1.3691743257,92.0898590778,,0.005151418706890001,0.000235307481295,,0.00609447668949,0.0001748681694,,0.00970353123543,0.000667027210892,,0.0191935860506,0.000593254547671,,0.0244099384243,0.000951973693518,,0.0274884604425,0.00218231816296,,0.0309252080409,0.00404230093399,,0.0203729582325,0.0165735209861,,0.0342494121118,0.024233564152,,0.0219831621443,0.023555006340200003,,0.0133040724636,0.0016709999064753029,,0.0109934187914,0.0035090450085650754,,0.0172009573655,0.020802527738334624,,0.0380770818629,0.02367750297079773,,0.014186884208799997,0.0016753166486438381,,0.0101972784158,0.0013225362611278034,,,,,,,,,,,,,,,,,1.09394122984,0.8457552195575491,,1.35876826198,0.4169925611921984,,1.04065625597,1.1176875561128223,,1.14326756816,0.13533467860114393,,0.681552055961,0.09868935826169503,,0.320114620256,0.06485929077071223,,NGC4303A,185.613,4.56615,6.3,1.1,Sc,1.05,1.122018331,13.44,16.0,1273.0,994.0,13.57181868,,1280,17.47678864,,13.57181868
89,NGC4312,185.63055,15.53786,264.611439457,3.14412676715,79.8755553901,,0.000356628102669,7.84296204467e-05,,0.00155158262635,9.03176652672e-05,,0.0151173375295,0.00279341757443,,0.0538183835376,0.0020958026094,,0.0974799056312,0.00373430346253,,0.136696886376,0.00381780621491,,0.158767234576,0.0130020025186,,0.21471821290800006,0.0344079516535,,0.266432758967,0.08721293118760001,,0.18348887179900006,0.0717257889997,,0.11278781295,0.001514422948360865,,0.0591485541539,0.003900982270236254,,0.187871409508,0.009937805334780765,,0.203168419087,0.02145199121549309,,0.109082174362,0.001048590980788878,,0.0729701381142,0.0010650781189934118,,,,,,,,0.220500043799,0.0021835227351902587,,3.07209980247,0.0708600153251557,,,,,,,,7.17520802072,0.7602033317050733,,8.04647068945,0.9826141760896002,,3.94437350304,0.24541737468706798,,1.55211400512,0.13032203914780527,,0.473126844856,0.09255709750099626,,NGC4312,185.63055,15.53786,2.1,0.9,Sab,1.7,5.011872887,12.53,90.0,153.0,48.0,0.655379574,10.7,152,2.075368651,10.0,10.0
90,NGC4313,185.66055,11.80084,277.890988839,2.91772571791,49.2963863379,,0.00035102220909900004,0.000145257418266,,0.0014137582486300007,0.000103139858942,,0.0219464836012,0.0116843118082,a,0.0610598658231,0.00245724860694,,0.115986252208,0.00341224178436,,0.168094484701,0.00565305182764,,0.206347165775,0.0119552658736,,0.305153117469,0.0443299485406,,0.389821607944,0.0975709999391,,0.340749438676,0.068798722297,,0.151153908417,0.0023940604522995662,,0.0831800965487,0.003675528681657924,,0.131754479245,0.025566743320861025,,0.108119204291,0.024701192660463018,,0.14306390860999998,0.001465942410926648,,0.0928663975279,0.0012318721884090609,,,,,,,,0.126629375214,0.007147426324353744,N,1.91538042042,0.11267224041329656,N,5.33459595798,0.29518640159601,N,0.374720188411,0.6608602272715394,,4.9604024186,0.9364816701796324,,6.18580764313,0.5745661868517843,,4.004367027280002,0.4443825956551055,,1.70238962379,0.26637563379982965,,0.53692673688,0.11426252656430545,,NGC4313,185.66055,11.80084,2.1,0.4,Sab,1.58,3.801894339,12.61,90.0,1443.0,1016.0,13.87220098,14.62,1437,19.620426,12.24617038,12.24617038
91,NGC4316,185.676,9.33255,190.68545141400003,2.46700458994,19.307679852899998,,0.00061959228482,0.000187328737913,,0.00103187809531,6.15767297695e-05,,0.00633263480085,0.00133211322334,,0.0216439710269,0.0007820194440560001,,0.0435216273586,0.00093077724717,,0.0678062267919,0.00193006227334,,0.0838415342329,0.00385414248333,,0.139008713446,0.0174461871083,,0.157673522203,0.0631288469378,,0.144807895042,0.030745086388,,0.0772805305237,0.001783887643915405,,0.043812999833000014,0.00212801530147054,,0.140494093549,0.004023142740421563,,0.16940968641600002,0.018233006262957374,,0.0761161076977,0.000906872381936296,,0.0515503848384,0.0006240324825139803,,,,,,,,,,,,,,,,,3.34955305638,0.4817863023045266,,6.07969554614,0.6076674861040154,,8.08377086342,0.5210406138852162,,4.786364922240001,0.15907025582880374,,2.12879541618,0.11510480277397404,,0.785590919881,0.07308130023232373,,NGC4316,185.676,9.33255,5.5,0.9,Sc,1.39,2.454708835,13.66,81.8,1250.0,1009.0,13.776624800000002,27.51,1252,17.09448389,26.4240834,26.4240834
92,NGC4321,185.7282,15.82189,449.161369798,1.1439893243,94.7321820219,,0.0331968481836,0.00152395860528,,0.0584397714267,0.00175289602302,,0.237023433999,0.015285064351,,0.586345606128,0.0309776039322,,0.94762709908,0.0386456467301,,1.31427880075,0.0412067089512,,1.44035747691,0.103447491253,,1.93255278478,0.0988863457762,,2.40954223947,0.333272483788,,1.6336315707799998,0.0932600225811,,1.04257281082,0.03626522151548652,,0.61932231774,0.03932636391466486,,2.90166901824,0.035393771811194664,,4.03069190132,0.09614470732986033,,1.02118539045,0.03566978148416069,N,0.698427056593,0.015182838558038668,N,0.915368791853,0.06097737889549965,N,2.28962222365,0.1138466835981214,N,3.4732056566800003,0.0787055891829605,N,37.4019794138,0.5940695787773825,N,127.967957881,0.8341425697934758,N,50.5975326184,10.855581127671606,,87.7118143561,11.258906477357762,,112.802634071,4.1956202841832,,67.7268599324,1.0353136780975165,,29.335207399899996,0.7415618362245284,,10.4564389113,0.5676863441396691,,NGC4321,185.7282,15.82189,4.0,0.3,SABb,1.79,6.165949477000001,10.02,23.4,1571.0,1026.0,14.00873839,16.41,1574,21.49098853,15.92209245,15.92209245
93,NGC4324,185.77575,5.25049,176.455782035,2.35414847352,-36.5923774648,,0.0014430839313800002,7.76036140578e-05,,0.00189124075159,9.068671121e-05,,0.0130280823249,0.00116556428571,,0.0575637094457,0.00118548976423,,0.112883286394,0.00209979004811,,0.162966232126,0.004940579171189999,,0.199909943194,0.006047741374829999,,0.295002237677,0.0248487214482,,0.370315062059,0.0684621966905,,0.305866562434,0.040736241762900006,,0.134280783289,0.002171462187694193,,0.06791085187859999,0.002820449257222758,,0.0558075631573,0.01664077689970371,,0.05976951429290001,0.02494798396163865,,0.126335429279,0.0006068145025855065,,0.08106410309539999,0.00045161535299226307,,,,,,,,,,,,,,,,,0.508304583108,0.4415236169698114,,1.74760373208,0.5417662166216873,,3.3955900431800004,0.6459338963786079,,1.83499177513,0.11822716680392195,,0.951249769081,0.1141734645481523,,0.377643430499,0.059817308818407626,,NGC4324,185.77575,5.25049,-0.8,1.2,S0-a,1.47,2.951209421,12.51,90.0,1665.0,996.0,13.59912616,29.77,1656,22.6105953,17.29816025,17.29816025
94,NGC4343,185.9112,6.954060000000001,135.518556383,1.5902890717700002,40.6428743293,,0.000552948309809,3.70339706958e-05,,0.00107748248249,6.12853315575e-05,,0.00824237895638,0.000671847846682,,0.0319659109619,0.000912076524355,,0.0633412067413,0.00110787514334,,0.0953498496902,0.00206199260407,,0.11799756016,0.00289139755076,,0.17439913327999998,0.009071810824540002,,0.21382154281,0.031558512947,,0.167085767213,0.0197795188032,,0.0955363226875,0.0016629811176008327,,0.0540950667182,0.002411750393166157,,0.12074640193,0.004533873259784705,,0.137371883161,0.014686651571917722,,0.0906934920043,0.0012026276936289285,,0.0590108416498,0.0009389893911747256,,,,,,,,,,,,,,,,,2.3865417248500003,0.6505723141137375,,4.94750291839,0.3797261665999799,,6.67497280401,0.7234664306743084,,3.74735720154,0.11168694444297274,,1.75591482842,0.10434278198481807,,0.7046409161589999,0.06354990878199117,,NGC4343,185.9112,6.954060000000001,3.0,0.7,Sb,1.28,1.905460592,13.75,0.0,1014.0,1002.0,13.68104861,26.95,997,13.6127799,21.97859911,21.97859911
95,IC3258,185.93535,12.47781,115.792353874,1.09420344517,39.7497819637,,0.00374948620551,0.000170914073525,,0.004655973489739999,0.000136439657621,,0.00670080503479,0.0006193873544559999,,0.0161252550392,0.000422682797995,,0.021118466832,0.000634408416102,,0.023621033801,0.000900625967017,,0.0257679987754,0.00369709196105,,0.0188674687429,0.00791731762268,,0.0178726400117,0.0166013247894,,0.03039322838,0.0124077912663,,0.0124775217263,0.0013948459716344173,,0.00902248653485,0.0015105641267018574,,0.0182071170261,0.0041413670486665465,,0.086869647675,0.0103243993162843,,0.0136016911863,0.0014452430439504196,,0.009959681371360002,0.0015128545434775669,,,,,,,,0.07579558338510001,0.007344665758109669,,0.944855574793,0.29936888136488243,,0.907244027075,1.862645149230957e-09,,,,,1.38478718886,0.32109674980986674,,2.22838153529,0.35846173218081984,,0.867863914559,0.1405064910264413,,0.486408764859,0.09617697805904328,,0.203034554552,0.0614250538853226,,IC3258,185.93535,12.47781,9.6,1.0,IB,1.13,1.348962868,13.66,40.8,-437.0,-488.0,-6.663025669,14.8,-430,,12.82331405,12.82331405
96,IC3259,185.95215,7.18627,101.577728318,1.30510747795,105.70430441,,0.00067906032199,3.4208421826e-05,,0.00103712759731,4.36241553518e-05,,0.00351765981858,0.0005535302342339999,,0.0113167050199,0.000461417337525,,0.0194128683942,0.000767623963798,,0.0258263707777,0.00115267432198,,0.0309561850022,0.00218187929254,,0.038617746429699985,0.00807102353345,,0.0428550537972,0.0203034754512,,0.0487549080143,0.014301761007700003,,0.0174948410422,0.0011148302180457226,,0.00960296690089,0.0015327252365526145,,0.0244446466225,0.003968211443664201,,0.0276677199102,0.01161538030441437,,0.0177854835049,0.0007764334863159032,,0.0114903051433,0.0007578938948707895,,,,,,,,0.00711054089122,0.016621560640483726,,0.214005609321,0.10847564600550767,,,,,,,,0.565183675467,0.1874806630527542,,1.55903285902,0.2050185873041249,,1.04172499498,0.10616880905577668,,0.539762455686,0.08049795612079283,,0.211451776159,0.04548495404267988,,IC3259,185.95215,7.18627,8.0,1.0,SABd,1.21,1.62181024,14.3,71.4,1406.0,1002.0,13.68104861,19.0,1414,19.30638995,17.139581200000002,17.139581200000002
97,NGC4351,186.006,12.2046,132.826403578,1.30396547108,-20.6674345472,,0.0026873040770100005,0.000125880833817,,0.00405163852323,0.000117208597735,,0.0114480941032,0.000506492911136,,0.0319139648692,0.0005338770798909999,,0.0470802116634,0.000742335387298,,0.058453141134,0.0012570132331,,0.0610125958295,0.00255895060119,,0.08309166724489997,0.006924810094579999,,0.15974320903699998,0.0240767067542,,0.07834404840169999,0.0103805527349,,0.0349134635473,0.0013118607827071408,,0.020113101506700003,0.0015971875225166653,,0.0521483804491,0.008642310358503312,,0.0561918033948,0.013926613974245435,,0.0393203881322,0.0014630442197225467,,0.0239904798491,0.0009883608685024082,,0.0427808855161,0.008597527780129238,,0.034126391822,0.005906000600475529,,0.060546418278800015,0.005832296995598762,,0.8056869684100001,0.07238937742776483,,2.83121345879,,,0.29320127595600004,0.615608738783501,,2.59178292854,0.4568957551121247,,1.93834620401,1.027723957516523,,1.54525892446,0.12900924645060874,,0.7475864015520001,0.0722071338046224,,0.291594572956,0.059762755799189216,,NGC4351,186.006,12.2046,2.8,1.7,SBab,1.2,1.584893366,12.9,37.4,2299.0,1017.0,13.88585472,25.11,2303,31.44456581,12.47382703,12.47382703
98,IC3268,186.03105,6.60769,87.86697964860001,1.12697564192,31.3297147102,,0.00280692011319,0.000153406012426,,0.00406714523534,0.000114523970633,c,0.008221991472979999,0.000285979319606,,0.0174333300646,0.000359754258432,,0.0248702912606,0.000406636393669,,0.0311045463765,0.000885252299544,,0.0297737639804,0.00159592950829,,0.027258256734700004,0.00517663732159,,0.0230115577182,0.00946231093468,,0.0195020049403,0.00898471706859,,0.0261909033319,0.0010492364463496077,N,0.0157193752843,0.0011908969956649293,N,0.0288484702183,0.005196077454717978,,0.0426768220421,0.011556820697052857,,0.0167583733837,0.0006957137867811895,,0.012019562213899998,0.0008357700488328345,,,,,,,,,,,,,,,,,1.14673592315,0.3724326347490175,,1.87279710728,0.17411498983478876,,1.70140955728,0.2992718814714984,,0.948268865842,0.09573465492954476,,0.5283885062179999,0.07115101065771091,,0.227552340198,0.04525514874805056,,IC3268,186.03105,6.60769,10.0,1.2,I,1.0,1.0,14.28,41.6,728.0,1000.0,13.65374113,21.8,727,9.926269798,34.35581471,34.35581471
99,NGC4370,186.22875,7.4447100000000015,174.21792199799995,1.67045499555,-27.3463318618,,0.000161268189529,5.08004808682e-05,,0.000394762246807,6.89786578849e-05,,0.00594196017042,0.00145180314951,,0.024269045541,0.00173086183937,,0.0498242330281,0.00378509532995,,0.07309553294910001,0.010564045390299998,,0.10012416463300003,0.0119890566377,,0.147443868982,0.0358399566468,,0.157400979749,0.0603672427819,,0.164185809952,0.049006280039,,0.0727998850551,0.003142598586608095,,0.0407945025741,0.003784300681159525,,0.0610988067196,0.01376579912324038,,0.066524274714,0.0358626837372847,,0.0755429600293,0.0013770830627695672,N,0.048980647226300016,0.0009345362887037172,N,,,,0.0520642599744,0.003045512203879363,N,0.0635172629982,0.0055858190818204615,,1.27597366393,2.6341780319308768e-09,,3.23076508576,7.876148265550276e-07,,2.07277843764,0.94868001415142,,3.09969961143,0.4158531453134027,,4.09879232161,1.1821260028064071,,2.00927045833,0.14090962370235627,,0.7591426266769999,0.135481294757405,,0.194189654293,0.07948430816996173,,NGC4370,186.22875,7.4447100000000015,0.7,1.1,Sa,1.21,1.62181024,13.53,53.2,782.0,1003.0,13.69470235,31.7,773,10.55434189,,31.7
100,NGC4376,186.32535,5.74097,99.24849552020001,1.19836419793,69.7553594635,,0.00278734872488,0.00012708191202,,0.00333356333429,0.000104877708052,,0.00705170883162,0.0006560742711299999,,0.01579409256,0.000417078111954,,0.0223174500683,0.00036129550809900013,,0.02700848069,0.000822331064478,,0.029456588345,0.0022801891781,,0.0361794773759,0.00914290041502,,0.052826997808,0.016430250276799997,,0.0297946373597,0.00915615576024,,0.0181290939507,0.001044958280594858,,0.0102289039585,0.0017411882884648506,,0.0311580788156,0.007614385789384053,,0.0436679651242,0.011330670671066098,,0.0164000211983,0.0009421176087661957,,0.0111007938506,0.0006899564306437813,,,,,,,,0.0488328091236,0.002853422821284234,,0.817692131384,0.14752963975113476,,2.31398516975,0.2416587377020621,,,,,2.27332658511,0.2622225056212332,,2.1668089021,0.24426822123358696,,1.1121153404100002,0.08367339381856838,,0.567961494375,0.07044326612461348,,0.224711933499,0.04456998413844635,,NGC4376,186.32535,5.74097,9.8,0.7,I,1.12,1.318256753,13.87,62.1,1136.0,997.0,13.6127799,23.9,1134,15.48334244,22.18194978,22.18194978
101,NGC4378,186.32535,4.92514,185.398998038,1.23646420202,77.8101946787,,0.00273863100238,0.000131317135721,,0.0026773135832,0.00010963166701,,0.012244281246,0.00206897011606,,0.0662686711231,0.00263881647155,,0.133733232544,0.00412287248405,,0.190636950755,0.00510282711843,,0.21185877919,0.0123830372682,,0.31724285070700003,0.0271601671956,,0.427442456803,0.0760785533762,,0.341088548378,0.0504982976134,,0.165261516269,0.00453105406835856,,0.0835965293232,0.005227830114026913,,0.176953864432,0.03375522963990225,,0.113910656831,0.021240243511131632,,0.146598566259,0.003173205987854605,N,0.08922702433700001,0.00355257481819704,,0.0980269102425,0.016734735555376922,N,0.0984818609371,0.005354788947214181,,0.08453409853260001,0.01906689698239816,N,,,,,,,0.526788506874,1.5799819568992832,,3.01309498418,0.9221468764670452,,3.26038339796,4.652000662160257,,3.0288448571900006,0.2299729470493295,,1.38933325789,0.13443492335363216,,0.473056925195,0.09734495523959423,,NGC4378,186.32535,4.92514,1.0,0.3,Sa,1.32,2.089296383,12.6,23.9,2559.0,2995.0,40.89295467,27.75,2557,34.91261606,48.52883552,48.52883552
102,NGC4380,186.34215,10.01674,207.666716886,1.83481550322,65.45875169060001,,0.00212871440915,0.000126663169199,,0.00380909839137,0.000124326606722,,0.0180100062402,0.00196488823335,,0.06754357598569999,0.00142918347435,,0.12550723906,0.00262664973757,,0.17831058498799998,0.005427042225939999,,0.216695056426,0.008471559837279999,,0.317654994729,0.0310739384007,,0.370345738148,0.0892589757209,,0.403018891132,0.056645786162,,0.143648369104,0.0020873523286330585,,0.07524428928060001,0.00327902292355623,,0.138288831851,0.008545515674772144,,0.123892966087,0.02568952187333146,,0.139546064004,0.0018533823254668765,,0.0883828208667,0.0012448253124064598,,0.102282897498,0.005308483308664449,,0.145544611977,0.004074164405273498,,0.138760222112,0.028825668631591486,,1.24066578049,0.09673014123671164,,6.98304440854,0.09166451973415234,,,,,4.12332724123,0.6867928763548521,,6.59331717869,0.568028639548806,,4.77266651091,0.21826306828797148,,2.12188204336,0.18237386062724875,,0.754102949885,0.0964612517302616,,NGC4380,186.34215,10.01674,2.4,0.9,Sab,1.52,3.311311069,12.63,62.0,963.0,1011.0,13.80393228,19.48,950,12.97105407,20.1372379,20.1372379
103,NGC4388,186.44505,12.66202,351.09097795300005,3.2536112847000003,-0.360627698638,,0.00392518024179,0.00017866491013499998,,0.00759918272322,0.000208992395936,,0.029380586535,0.000685941219415,,0.115103179754,0.00113437707219,,0.197743321487,0.0018257197144000005,,0.268112963647,0.00301281210464,,0.308880073207,0.0041998602078,,0.526477158588,0.011630030752299998,,0.476975422876,0.0212807963802,,0.459652786865,0.0124859069116,,0.269173299702,0.0025211840110300845,,0.206327333961,0.002423501313408133,,0.790221964711,0.0058034299837733255,,2.57551380273,0.042068409598341815,,0.269198430767,0.0014831646944793429,,0.222448742758,0.0010824567347063362,,0.335255707201,0.011567231897499338,,0.481482711754,0.008639835713659531,N,2.59861232672,0.00490126823174704,,11.667133631099999,0.18157034271601588,,17.5532584639,0.2349560051901851,,13.570870640499999,1.0247084027934266,,21.8388492013,0.3960535056458498,,20.719854380999998,1.4787261859918197,,9.12369665613,0.28473293191592386,,3.8904015747300007,0.22279548269119065,,1.4652644256799998,0.10611831132422707,,NGC4388,186.44505,12.66202,2.8,0.7,Sb,1.73,5.3703182,11.9,90.0,2524.0,3020.0,41.23429820000001,19.96,2516,34.35281267,17.37801821,17.37801821
104,NGC4390,186.4611,10.45895,102.03681212299999,1.23937451412,7.68682196357,,0.00329480501746,0.00015541333838,,0.00421427349976,0.000118847210146,,0.00951805108642,0.000559609823498,,0.0244160419398,0.0003882710738630001,,0.035012409431500004,0.000565472854679,,0.0432380355096,0.00105271580815,,0.045890266606800005,0.00195277901313,,0.0568159863469,0.00747756330008,,0.0635494311986,0.0221029734916,,0.0527706771708,0.0147396007293,,0.0257007941106,0.0009793662594387792,,0.014320266399299997,0.0010834082072912255,,0.0527467832173,0.003192151477406546,,0.0670691801337,0.012589820507693802,,0.0261096803844,0.0012278318806357336,,0.0174623790745,0.000955050223102706,,,,,,,,0.0798326441703,0.003185661089020761,,1.01152530909,0.04404790307208205,,2.45509065207,5.945894755241413e-07,,,,,2.65166355277,0.2768793662111625,,3.20310355652,0.2300359863521839,,1.90524318788,0.10004552321029192,,1.02020764211,0.07082555456530447,,0.449124507724,0.04674130282437112,,NGC4390,186.4611,10.45895,5.0,0.8,SABc,1.18,1.5135610659999998,13.32,43.3,1101.0,1012.0,13.81758602,22.84,1101,15.03276898,26.18184342,26.18184342
105,IC3322,186.4755,7.55466,138.015034373,1.7036255379299998,64.4761399884,,0.000578165039351,4.43052232113e-05,,0.00100904574276,5.53939152524e-05,,0.00480067930396,0.000695271680365,,0.0134476641192,0.000483553183792,,0.022449279175200003,0.0008398790167430001,,0.0301649929898,0.00142195440848,,0.0322777957953,0.0029041465267,,0.0440152520797,0.0100915336898,,0.073437801217,0.0292036003329,,0.0585082555133,0.0190615878007,,0.024944716042200003,0.0016339223173134692,,0.0162431162182,0.002072727347545784,,0.0542137596174,0.006207155574830411,,0.0456824537321,0.020422773605253304,,0.0247058349614,0.0005224708597139424,,0.0169872186861,0.0010765442117387297,,,,,,,,0.0667311663821,0.00439700669802283,,1.10894182572,0.07677608420517873,,2.65747719818,,,,,,2.7878311696900004,0.3963753062222924,,2.9773113234,0.4058403761470098,,1.97956459098,0.0954618160583528,,1.02012766376,0.09489024663832277,,0.431148445802,0.05276115985262337,,IC3322,186.4755,7.55466,6.3,1.1,SABc,1.37,2.344228841,14.2,77.2,1178.0,1003.0,13.69470235,21.7,1186,16.19333697,19.86094272,19.86094272
106,NGC4402,186.5316,13.11312,270.637773642,2.22764423491,-0.31792415861900003,,0.00103148067208,0.000103351238656,,0.00240859570198,0.0007363342861439999,,0.0162563773481,0.0046494926856300006,,0.0545311738777,0.0272870725917,,0.105764427071,0.0224436322672,,0.154454381996,0.0388192539399,,0.188380099844,0.0833671424063,,0.208512154066,0.146490479264,,0.361633229695,0.018217892486700003,,0.300866753512,0.112786324013,,0.178391520179,0.03304789455429201,,0.111904677404,0.0057293045450432034,,0.525400186039,0.006593593072195204,,0.678768192033,0.015842224457254663,,0.18247072174000006,0.002153538333943486,,0.125739104301,0.0012883638041062367,,0.168119330213,0.01852579381337844,,0.635032681342,0.007964558347641686,,0.67127009548,0.005651376797293016,,8.61057921892,0.3924176966728489,,24.0890836127,0.4233914927984807,,8.954919335389999,0.7779114855658781,,21.0247921703,0.31564223824491994,,26.7233647686,0.7880565459980118,,14.5176065115,0.3313537976326473,,6.111175287409999,0.18719204756409247,,2.10780437687,0.1265830854365795,,NGC4402,186.5316,13.11312,3.2,0.8,Sb,1.55,3.5481335030000003,12.95,81.5,232.0,102.0,1.392681595,14.83,235,3.208629164,12.41651915,12.41651915
107,NGC4411A,186.62505,8.87167,126.221971151,1.0918282187,-35.5663324983,,0.00245870358083,0.000115518794457,,0.00363813561392,0.000125499413304,,0.00757128682544,0.000940548522567,,0.0192982902591,0.00128212076946,,0.0289257104175,0.0013906181692,,0.0360408622235,0.00229472782251,,0.042226170742300013,0.00361990825355,,0.0412983466546,0.0224054661516,,0.0639751179921,0.062312233712,,0.0282076073441,0.0381406262306,,0.0286447649367,0.002419724623455338,,0.00317649119608,0.0034230283555003486,,0.0302740967473,0.004227100706564665,,0.05688065927,0.01389412947798802,,0.0207240980151,0.003166295596742645,,0.014355787478,0.0017340248083123802,,,,,,,,0.0312858492398,0.009936845694007991,,0.475985733902,0.0,,1.6451290508899998,,,,,,1.14137059221,0.4337230031848233,,2.45159916979,0.4229921294158728,,1.15099692913,0.13953813040145316,,0.632260303099,0.1351281370341791,,0.284836201775,0.08753455245258067,,NGC4411A,186.62505,8.87167,5.4,0.7,Sc,1.21,1.62181024,13.54,54.4,1278.0,1007.0,13.74931731,16.8,1280,17.47678864,,16.8
108,NGC4413,186.6342,12.6106,143.86536848,1.40746196442,-26.036761429299997,,0.00193517808514,9.45547302336e-05,,0.00334920859932,0.00010673522006799997,,0.0122055943174,0.00139731515451,,0.0401960218521,0.000907084158618,,0.06800373593640001,0.00159388399844,,0.0927133985076,0.00346594350254,,0.107444119086,0.0044615900766,,0.138123392795,0.00931908457968,,0.12002098846,0.024926322200500003,,0.11360035602,0.0144419968484,,0.0617848215618,0.002196106522853248,,0.0348524547571,0.002711013647652257,,0.101427019095,0.0057595862323753045,,0.129089665479,0.01307332748819813,,0.0497795164799,0.0020633492535588305,,0.0333283336316,0.0014501865203766073,,0.0463837068677,0.008547999408981296,,0.102757199379,0.005352656889760447,,0.14812099422900002,0.0038549134807671147,,1.4565675003100005,0.055499762921230204,,4.23652064492,7.811037467473542e-07,,,,,3.26244770848,0.4073872456714518,,4.45792858949,0.4734065519653392,,2.68486463626,0.13915540137058718,,1.23220811063,0.11033903735350982,,0.474356853191,0.059744317407591764,,NGC4413,186.6342,12.6106,2.1,1.1,Sab,1.32,2.089296383,12.87,48.2,102.0,-3.0,-0.040961223,16.28,94,1.283451666,15.06606974,15.06606974
109,NGC4412,186.65055,3.96474,102.600306013,1.22563312098,130.33057013,,0.00338059258746,0.000154341906274,,0.00450157714021,0.000124693788905,,0.0113521730594,0.000414013987126,,0.0315529000343,0.000400749958881,,0.051138130466,0.000624947362179,,0.0645112893073,0.000883765048371,,0.0729722035352,0.00197600431764,,0.104623810532,0.00714712173262,,0.102054452761,0.0217498694751,,0.0886841996908,0.0118054937378,,0.050711150499,0.0016995120684394547,,0.026791809712,0.0012846627026436971,,0.169475778117,0.005514415402010754,,0.4167802424530001,0.018411906389783832,,0.050580656626500006,0.001117998077371612,,0.033426627070400006,0.0006779061521838969,,0.0652679793476,0.0014639264630675745,,0.173531464631,0.0024518954514247014,,0.4107337895180001,0.0027474318811987106,,,,,,,,4.02933927451,0.4738296789296088,,6.757383374500001,0.6310681768919251,,6.69910708261,0.7120006205026114,,2.89446256682,0.10207199797594232,,1.1508417858700002,0.06959292654158979,,0.376626959616,0.04378321418411755,,NGC4412,186.65055,3.96474,3.2,0.6,SBb,1.18,1.5135610659999998,13.16,26.8,2294.0,991.0,13.53085745,35.6,2294,31.32168214,,35.6
110,NGC4416,186.69465,7.9188100000000015,122.60184135799999,1.14861176727,-4.88652432407,,0.00266784587955,0.000122378905672,,0.00399865741433,0.000115616919499,,0.0159263908996,0.00155615445588,,0.0266548327518,0.00110756348581,,0.0410052253496,0.00181507231227,,0.059763406266,0.00368076715011,,0.0477291172975,0.00668861023149,,0.0233323578726,0.0176960352239,,0.00900375657184,0.0785560826635,,0.0174213814169,0.0289870414643,,0.0422601782316,0.001814141619082436,,0.0212896230673,0.002564015644498349,,0.0945663529484,0.010606491467830085,,0.120165274905,0.01671846480789159,,0.0365780659032,0.002151334284440339,,0.023797238646,0.0017976986922860426,,,,,,,,0.116568429069,0.0066489120577863745,,1.61642677318,0.17658646685152765,,4.04191760613,6.229371578916351e-07,,1.1442699048799998,0.684394005094642,,3.0981297032,0.3378513739953988,,4.64772133996,0.9078851619234979,,2.59321098604,0.13612660929489268,,1.17134315767,0.10234608849434526,,0.396442635427,0.04866666427713295,,NGC4416,186.69465,7.9188100000000015,5.9,0.5,Sc,1.2,1.584893366,13.12,29.4,1390.0,1004.0,13.70835609,,1390,18.97870016,39.81070831,39.81070831
